用户ID,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,cnt_buy,cnt_fav,cnt_pv,pv_to_buy_rate,fav_to_buy_rate,converted,fav_category,avg_price,category_diversity,active_days,peak_hour,night_buy_pct,weekend_pct,fav_category_code
604927,241.0,1.0,2240.73,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,2240.73,1.0,1,10,0.0,1.0,5
696472,241.0,1.0,386.79,3.0,2.9487038058466633,2.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,386.79,1.0,1,0,1.0,1.0,2
220818,241.0,1.0,3298.87,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,家居用品,3298.87,1.0,1,22,1.0,1.0,0
224189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,18,0.0,1.0,3
126547,241.0,1.0,4500.48,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,4500.48,1.0,1,14,0.0,1.0,4
761176,241.0,1.0,6901.68,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,6901.68,1.0,1,0,1.0,1.0,4
120264,241.0,1.0,1179.6,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,家用电器,1179.6,1.0,1,5,0.0,1.0,1
483682,241.0,1.0,6230.01,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,6230.01,1.0,1,22,1.0,1.0,4
573929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,2,1.0,1.0,3
689278,241.0,1.0,320.69,3.0,2.9487038058466633,2.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,320.69,1.0,1,10,0.0,1.0,2
439773,241.0,1.0,3306.79,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,家居用品,3306.79,1.0,1,16,0.0,1.0,0
190304,196.0,2.0,478.53999999999996,3.0,4.947812804955662,2.0,9.947812804955662,2,0,0,2.0,2.0,1,服装鞋帽,239.26999999999998,2.0,2,2,0.5,0.5,2
680971,241.0,1.0,22.38,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,食品饮料,22.38,1.0,1,21,0.0,1.0,6
110169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,0,1.0,1.0,3
491399,241.0,1.0,4914.73,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,家用电器,4914.73,1.0,1,21,0.0,1.0,1
155868,241.0,1.0,4139.6,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,4139.6,1.0,1,18,0.0,1.0,4
175408,241.0,1.0,181.03,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,181.03,1.0,1,14,0.0,1.0,2
427777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,12,0.0,1.0,3
883935,241.0,1.0,187.9,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,187.9,1.0,1,17,0.0,1.0,2
310167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0,未知,0.0,0.0,2,15,0.0,0.5,3
618854,241.0,1.0,14710.46,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,14710.46,1.0,1,17,0.0,1.0,4
726222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,3,0.0,1.0,3
435927,240.0,1.0,1202.87,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,家用电器,1202.87,1.0,1,3,0.0,0.0,1
189207,240.0,1.0,215.28,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,美妆护肤,215.28,1.0,1,17,0.0,1.0,5
301946,240.0,1.0,3802.42,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,3802.42,1.0,1,4,0.0,0.0,4
897185,240.0,1.0,316.71,3.0,2.9487038058466633,2.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,316.71,1.0,1,12,0.0,0.0,2
597362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,6,0.0,0.0,3
275757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,19,0.0,1.0,3
857966,240.0,1.0,3726.67,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,3726.67,1.0,1,4,0.0,0.0,4
853464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,1,1.0,0.0,3
738447,240.0,1.0,12891.63,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,12891.63,1.0,1,12,0.0,0.0,4
697475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,21,0.0,1.0,3
448558,240.0,1.0,3563.05,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,3563.05,1.0,1,2,1.0,0.0,4
476954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,7,0.0,0.0,3
929881,240.0,1.0,144.2,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,144.2,1.0,1,1,1.0,0.0,2
486824,240.0,1.0,3594.55,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,3594.55,1.0,1,21,0.0,1.0,4
745272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,23,1.0,1.0,3
503884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,8,0.0,0.0,3
357169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,22,1.0,1.0,3
965352,240.0,1.0,3727.92,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,3727.92,1.0,1,22,1.0,1.0,4
685401,240.0,1.0,303.53,3.0,2.9487038058466633,2.0,7.948703805846663,1,0,0,1.0,1.0,1,美妆护肤,303.53,1.0,1,19,0.0,1.0,5
165961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,23,1.0,1.0,3
211899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,10,0.0,0.0,3
144743,240.0,1.0,4502.62,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,1,0.5,1.0,1,电子产品,4502.62,1.0,2,23,0.5,0.5,4
475087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,2,1.0,0.0,3
652825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,5,0.0,0.0,3
187142,240.0,1.0,289.25,3.0,2.9487038058466633,2.0,7.948703805846663,1,0,0,1.0,1.0,1,家居用品,289.25,1.0,1,9,0.0,0.0,0
261655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,6,0.0,0.0,3
243097,240.0,1.0,234.08,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,234.08,1.0,1,13,0.0,0.0,2
879702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,5,0.0,0.0,3
972813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,19,0.0,1.0,3
976000,240.0,1.0,221.12,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,221.12,1.0,1,4,0.0,0.0,2
844747,240.0,1.0,5708.05,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,5708.05,1.0,1,3,0.0,0.0,4
142815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,9,0.0,0.0,3
618208,240.0,1.0,1819.18,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,1819.18,1.0,1,5,0.0,0.0,5
869173,240.0,1.0,769.64,3.0,2.9487038058466633,2.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,769.64,1.0,1,7,0.0,0.0,2
351530,240.0,1.0,362.56,3.0,2.9487038058466633,2.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,362.56,1.0,1,5,0.0,0.0,2
390300,240.0,1.0,2171.64,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,2171.64,1.0,1,20,0.0,1.0,5
965609,240.0,1.0,333.57,3.0,2.9487038058466633,2.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,333.57,1.0,1,21,0.0,1.0,2
161027,240.0,1.0,180.62,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,180.62,1.0,1,20,0.0,1.0,2
231283,240.0,1.0,17215.15,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,17215.15,1.0,1,4,0.0,0.0,4
834727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,18,0.0,1.0,3
865438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,12,0.0,0.0,3
730017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,7,0.0,0.0,3
138559,240.0,1.0,884.81,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,884.81,1.0,1,20,0.0,1.0,5
238088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,17,0.0,1.0,3
651968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,9,0.0,0.0,3
856115,240.0,1.0,140.64,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,140.64,1.0,1,7,0.0,0.0,2
740385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,23,1.0,1.0,3
493999,43.0,1.0,5435.07,1.0,2.9487038058466633,4.0,7.948703805846663,1,0,1,0.5,1.0,1,电子产品,5435.07,1.0,2,7,0.0,0.0,4
173876,240.0,1.0,357.42,3.0,2.9487038058466633,2.0,7.948703805846663,1,0,0,1.0,1.0,1,家居用品,357.42,1.0,1,1,1.0,0.0,0
356320,240.0,1.0,3260.29,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,电子产品,3260.29,1.0,1,15,0.0,0.0,4
771944,240.0,1.0,4860.31,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,4860.31,1.0,1,19,0.0,1.0,4
373157,240.0,1.0,3651.18,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,家居用品,3651.18,1.0,1,18,0.0,1.0,0
174209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,21,0.0,1.0,3
461410,240.0,1.0,6775.51,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,6775.51,1.0,1,13,0.0,0.0,4
745197,240.0,1.0,543.79,3.0,2.9487038058466633,2.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,543.79,1.0,1,21,0.0,1.0,2
286203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,4,0.0,0.0,3
283812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,10,0.0,0.0,3
338330,240.0,1.0,828.22,3.0,2.9487038058466633,2.0,7.948703805846663,1,0,0,1.0,1.0,1,美妆护肤,828.22,1.0,1,3,0.0,0.0,5
258134,240.0,1.0,1456.65,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,1456.65,1.0,1,23,1.0,1.0,5
416921,240.0,1.0,1891.48,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,1891.48,1.0,1,13,0.0,0.0,5
586802,240.0,1.0,1262.71,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,家用电器,1262.71,1.0,1,12,0.0,0.0,1
955810,240.0,1.0,4036.77,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,家居用品,4036.77,1.0,1,3,0.0,0.0,0
539522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,15,0.0,0.0,3
823150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,21,0.0,1.0,3
691986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,21,0.0,1.0,3
735673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,17,0.0,1.0,3
389189,240.0,1.0,272.09,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,美妆护肤,272.09,1.0,1,21,0.0,1.0,5
291225,240.0,1.0,2472.38,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,电子产品,2472.38,1.0,1,11,0.0,0.0,4
613301,240.0,1.0,1919.44,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,1919.44,1.0,1,15,0.0,0.0,5
620470,240.0,1.0,5065.87,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,5065.87,1.0,1,7,0.0,0.0,4
263327,240.0,1.0,171.19,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,171.19,1.0,1,3,0.0,0.0,2
768187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,21,0.0,1.0,3
723257,240.0,1.0,192.92,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,192.92,1.0,1,23,1.0,1.0,2
185771,240.0,1.0,344.73,3.0,2.9487038058466633,2.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,344.73,1.0,1,0,1.0,0.0,2
943302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,1,1.0,0.0,3
266260,240.0,1.0,6677.39,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,6677.39,1.0,1,9,0.0,0.0,4
290667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,23,1.0,1.0,3
268679,240.0,1.0,1983.77,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,1983.77,1.0,1,15,0.0,0.0,5
967152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,18,0.0,1.0,3
943123,240.0,1.0,81.22,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,食品饮料,81.22,1.0,1,9,0.0,0.0,6
332695,240.0,1.0,27.24,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,食品饮料,27.24,1.0,1,14,0.0,0.0,6
328862,240.0,1.0,357.21,3.0,2.9487038058466633,2.0,7.948703805846663,1,1,0,1.0,0.5,1,服装鞋帽,357.21,1.0,2,4,0.0,0.0,2
515118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,21,0.0,1.0,3
874140,240.0,1.0,383.53,3.0,2.9487038058466633,2.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,383.53,1.0,1,19,0.0,1.0,2
834782,240.0,1.0,333.73,3.0,2.9487038058466633,2.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,333.73,1.0,1,0,1.0,0.0,2
863214,11.0,2.0,5666.33,1.0,4.947812804955662,4.0,9.947812804955662,2,0,0,2.0,2.0,1,电子产品,2833.165,2.0,2,17,0.0,0.5,4
561873,240.0,1.0,74.3,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,食品饮料,74.3,1.0,1,20,0.0,1.0,6
338382,240.0,1.0,3882.37,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,3882.37,1.0,1,4,0.0,0.0,4
797515,240.0,1.0,2002.38,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,2002.38,1.0,1,12,0.0,0.0,5
635798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,2,1.0,0.0,3
286018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,14,0.0,0.0,3
503634,240.0,1.0,1430.63,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,家用电器,1430.63,1.0,1,17,0.0,1.0,1
984117,240.0,1.0,1329.97,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,家用电器,1329.97,1.0,1,19,0.0,1.0,1
133460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,15,0.0,0.0,3
322558,240.0,1.0,283.44,3.0,2.9487038058466633,2.0,7.948703805846663,1,1,0,1.0,0.5,1,美妆护肤,283.44,1.0,2,2,0.5,0.0,5
129926,240.0,1.0,195.28,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,195.28,1.0,1,13,0.0,0.0,2
931838,240.0,1.0,249.15,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,美妆护肤,249.15,1.0,1,8,0.0,0.0,5
551928,240.0,1.0,4406.76,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,家居用品,4406.76,1.0,1,12,0.0,0.0,0
605026,240.0,1.0,185.77,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,185.77,1.0,1,1,1.0,0.0,2
384109,240.0,1.0,4483.12,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,4483.12,1.0,1,23,1.0,1.0,4
466928,240.0,1.0,3894.08,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,家用电器,3894.08,1.0,1,11,0.0,0.0,1
943532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,4,0.0,0.0,3
912727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,9,0.0,0.0,3
420145,240.0,1.0,5999.76,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,家用电器,5999.76,1.0,1,23,1.0,1.0,1
720560,240.0,1.0,949.95,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,949.95,1.0,1,23,1.0,1.0,5
248768,240.0,1.0,517.78,3.0,2.9487038058466633,2.0,7.948703805846663,1,0,0,1.0,1.0,1,家居用品,517.78,1.0,1,17,0.0,1.0,0
109606,240.0,1.0,6055.76,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,6055.76,1.0,1,7,0.0,0.0,4
847401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,18,0.0,1.0,3
249295,240.0,1.0,1560.07,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,1560.07,1.0,1,5,0.0,0.0,5
941111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,0,1.0,0.0,3
875273,240.0,1.0,5489.85,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,家用电器,5489.85,1.0,1,21,0.0,1.0,1
350226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,8,0.0,0.0,3
927452,240.0,1.0,3917.69,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,3917.69,1.0,1,6,0.0,0.0,4
325907,240.0,1.0,174.0,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,174.0,1.0,1,21,0.0,1.0,2
139698,240.0,1.0,2723.17,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,家用电器,2723.17,1.0,1,2,1.0,0.0,1
187951,240.0,1.0,3493.28,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,家用电器,3493.28,1.0,1,20,0.0,1.0,1
312108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,13,0.0,0.0,3
814922,240.0,1.0,990.85,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,990.85,1.0,1,3,0.0,0.0,5
223908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,20,0.0,1.0,3
831730,240.0,1.0,21.57,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,食品饮料,21.57,1.0,1,4,0.0,0.0,6
174658,240.0,1.0,1698.18,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,1698.18,1.0,1,14,0.0,0.0,5
149859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,22,1.0,1.0,3
719226,240.0,1.0,6933.63,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,6933.63,1.0,1,18,0.0,1.0,4
209510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,13,0.0,0.0,3
486389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,18,0.0,1.0,3
783648,240.0,1.0,4657.75,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,4657.75,1.0,1,14,0.0,0.0,4
846625,240.0,1.0,103.12,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,食品饮料,103.12,1.0,1,8,0.0,0.0,6
313504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,13,0.0,0.0,3
683291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,22,1.0,1.0,3
661675,19.0,1.0,232.44,1.0,2.9487038058466633,1.0,4.948703805846663,1,0,1,0.5,1.0,1,服装鞋帽,232.44,1.0,2,4,0.0,0.0,2
449788,240.0,1.0,192.05,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,192.05,1.0,1,4,0.0,0.0,2
152290,240.0,1.0,2893.4,3.0,2.9487038058466633,3.0,8.948703805846662,1,0,0,1.0,1.0,1,家用电器,2893.4,1.0,1,23,1.0,1.0,1
537087,240.0,1.0,22.27,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,食品饮料,22.27,1.0,1,21,0.0,1.0,6
814825,107.0,1.0,236.66,2.0,2.9487038058466633,1.0,5.948703805846663,1,0,1,0.5,1.0,1,美妆护肤,236.66,1.0,2,23,0.5,0.5,5
699975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,8,0.0,0.0,3
824314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,4,0.0,0.0,3
902028,240.0,1.0,6383.6,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,家用电器,6383.6,1.0,1,1,1.0,0.0,1
175725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,7,0.0,0.0,3
746310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,18,0.0,1.0,3
416464,240.0,1.0,328.41,3.0,2.9487038058466633,2.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,328.41,1.0,1,8,0.0,0.0,2
898695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,7,0.0,0.0,3
641951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,14,0.0,0.0,3
230906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,19,0.0,1.0,3
446794,240.0,1.0,3648.3,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,1,0.5,1.0,1,电子产品,3648.3,1.0,2,23,1.0,0.5,4
152124,240.0,1.0,5932.24,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,家用电器,5932.24,1.0,1,0,1.0,0.0,1
860608,240.0,1.0,143.32,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,143.32,1.0,1,15,0.0,0.0,2
495330,240.0,1.0,7418.93,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,7418.93,1.0,1,2,1.0,0.0,4
951097,240.0,1.0,490.07,3.0,2.9487038058466633,2.0,7.948703805846663,1,0,0,1.0,1.0,1,家居用品,490.07,1.0,1,18,0.0,1.0,0
249183,240.0,1.0,161.55,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,161.55,1.0,1,10,0.0,0.0,2
644493,240.0,1.0,25.68,3.0,2.9487038058466633,1.0,6.948703805846663,1,0,0,1.0,1.0,1,食品饮料,25.68,1.0,1,21,0.0,1.0,6
